Аптека;Товар;Изготовитель;Страна;Штрихкод;Цена розничная;Цена закупочная;Цена завода с НДС;Цена реестра;Остаток;Сумма опт;Срок годности;Серия;Сертификат;Дата сертификата;Орган сертификации;Срок действия сертификата;Регистрационные номер;НГТД;Номер документа поставщика;Дата документа поставщика;Документ поставки;Поставщик;НДС;Наценка;Группа;Отдел
Аптека №210;Глюкофаж 1г таб №60;Мерк Сантэ с.а.с./ ООО Нанолек;Франция;4640017590314;344;275,77;258,8;235,27;2;551,54;01.12.2019;Y02599;РОСС RU.ФМ10.Д90322;10.05.2017;СЦДиС;01.12.2019;;10130060/210317/0004846/1;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;26,364293249149;ЖНВЛС;1;
Аптека №210;Грандаксин 50мг таб №20;Эгис;Венгрия;5995327205137;394;326,53;326,53;0;1;326,53;01.05.2022;5605A0517;РОСС HU.ФМ08.Д74027;31.08.2017;ОЦКК;01.05.2022;;10013140/040917/0003802/1;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;20,662726242612;;1;
Аптека №210;Дальнева 5мг+8мг таб №30;КРКА-РУС, ООО;Россия;4607055134573;499;412,45;412,45;0;1;412,45;01.11.2019;69661116;РОСС RU.РА01.Д86528;30.11.2016;Росаккредитация;01.11.2019;;;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;20,984361740817;;1;
Аптека №210;Дальнева 10мг+4мг таб №30;КРКА-РУС, ООО;Россия;4607055134702;454;375,65;375,65;0;1;375,65;01.01.2020;75820117;РОСС RU.РА01.Д91282;06.04.2017;Росаккредитация;01.01.2020;;;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;20,857180886463;;1;
Аптека №210;Дигоксин 0,25мг таб №50;Гедеон Рихтер;Россия;4605469000743;49;40,34;40,25;36,59;5;201,7;01.06.2020;010917;POCC RU.ФВ14.Д52315;03.10.2017;Техкачество,ЗАО;01.06.2020;;;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;21,51606251087;ЖНВЛС;1;
Аптека №210;Диклак 5% гель 50г;Салютас Фарма ГмбХ;Германия;4030855002320;249;207,85;207,85;0;2;415,7;01.07.2019;GL5349;РОСС DE.ФМ08.Д37317;21.09.2016;ОЦКК;01.07.2019;;10130060/260916/0015008/01;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;19,797931200385;;1;
Аптека №210;Дифлюкан 150мг капс №1;Пфайзер;Франция;4607131040286;454;363,61;355,42;323,5;1;363,61;31.12.2021;B117904;РОСС FR.ФМ15.Д29943;21.03.2017;ОЦКК;31.12.2021;;10130032/210317/0001846/3;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;25,431883405548;ЖНВЛС;1;
Аптека №210;Дицинон 125мг 2мл амп №50;Лек Д.Д.;Словения;3838957090563;650;528,62;506,48;461,37;1;528,62;30.04.2022;HD1645;РОСС SI.ФМ08.Д66154;23.06.2017;ОЦКК;30.04.2022;;10130032/260617/0004149/03;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;23,965408308324;Делимый товар,ЖНВЛС;1;
Аптека №210;Идринол 100мг/мл 5мл амп №5;Сотекс;Россия;4605964003386;179;140,0725;140,67;127,88;3;420,2175;01.03.2022;080317;РОСС RU.ФМ11.Д82270;12.04.2017;ФОРМАТ КАЧЕСТВА,ООО;01.03.2022;;;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;27,67331589274;ЖНВЛС;1;
Аптека №210;Кардиомагнил 150мг+30,39мг таб п/о №100;Takeda;Россия;4602156000147;369;303,92;303,92;0;1;303,92;01.03.2020;00190317;РОСС RU.ФМ08.Д71304;08.08.2017;ОЦКК;01.03.2020;;;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;21,413529876283;;1;
Аптека №210;Кардосал 20мг таб п/о №28;Берлин-Хеми АГ;Германия;4013054010044;719;551,77;551,77;0;1;551,77;01.02.2020;71013;РОСС DE.ФМ11.Д88295;23.06.2017;ФОРМАТ КАЧЕСТВА,ООО;01.02.2020;;10130130/270617/0009526/2;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;30,307918154303;;1;
Аптека №210;Конкор 10мг таб п/о №50;Мерк;Германия;4022536645919;549;438,27;430,77;392,1;1;438,27;22.07.2021;227183;РОСС DE.ФМ08.Д54829;14.03.2017;ОЦКК;22.07.2021;;10130130/140317/0003521/4;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;25,705132669406;ЖНВЛС;1;
Аптека №210;Корвалол таб №20;Фармстандарт-Лексредства;Россия;4601669007575;134;100,1;100,1;0;4;400,4;01.03.2019;460817;POCC UA.ФМ05.Д04954;31.08.2017;ОЦС, г.Екатеринбург;01.03.2019;;;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;33,866133866134;ЖНВЛС;1;
Аптека №210;Леркамен 10 10мг таб п/о №60;Берлин-Хеми/Менарини Фарма ГмбХГермания;Германия;4013054019634;659;505,05;505,05;0;1;505,05;01.05.2020;72532;РОСС DE.ФМ11.Д92408;14.08.2017;ФОРМАТ КАЧЕСТВА,ООО;01.05.2020;;10013140/170817/0002868/6;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;30,482130482131;;1;
Аптека №210;Леркамен 20 20мг таб п/о №60;Берлин-Хеми/Менарини Фарма ГмбХГермания;Германия;4013054019658;1184;910,01;910,01;0;1;910,01;01.03.2020;71511;РОСС DE.ФМ11.Д87876;20.06.2017;ФОРМАТ КАЧЕСТВА,ООО;01.03.2020;;10130130/230617/0009297/2;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;30,10846034659;Стоп Цена;1;
Аптека №210;Лозап 100мг таб п/о №90;Зентива;Словакия;8584005033499;828;694,83;689,7;627;1;694,83;28.02.2019;2460317;РОСС SK.ФМ08.Д61362;11.05.2017;ОЦКК;28.02.2019;;10113110/110517/0056297/3;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;19,308394954328;Делимый товар,ЖНВЛС,Стоп Цена;1;
Аптека №210;Лоцерил лак д/ногтей 5% 2,5мл;Лаборатории Галдерма;Франция;3499320002004;1399;1267,74;1267,74;0;1;1267,74;01.06.2019;6212328;РОСС FR.ФМ11.Д57625;04.08.2016;ФОРМАТ КАЧЕСТВА,ООО;01.06.2019;;10130130/100816/0011416/2;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;10,353858046603;Стоп Цена;1;
Аптека №210;Мовалис 0,015/1,5мл в/м р-р амп №5 >53;Берингер Ингельхайн;Германия;9006968002293;654;567,92;567,92;0;1;567,92;30.11.2021;628290;РОСС ES.ФМ08.Д59141;19.04.2017;ОЦКК;30.11.2021;;10130130/190417/0005686/2;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;15,157064375264;;1;
Аптека №210;Неванак 0,1%  глазные капли 5мл;Алкон лаборатория;Бельгия;5413895021381;749;575,14;575,14;0;1;575,14;12.06.2019;17F12MD;РОСС BE.ФМ11.Д94377;08.09.2017;ФОРМАТ КАЧЕСТВА,ООО;12.06.2019;;10013140/050917/0003909/03;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;30,229161595438;;1;
Аптека №210;Нео-Пенотран ФортеСупп. Ваг. Х7;Эмбил Илач Сан;ТУРЦИЯ;4630001120535;1019;780,7;780,7;0;1;780,7;01.04.2019;170145;РОСС TR.МП25.Д85210;25.05.2017;Центр Экспертфарм ООО;01.04.2019;;10130130/260517/0007795/1;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;30,523888817728;ЖНВЛС,Стоп Цена;1;
Аптека №210;Никотиновая к-та д/волос 5мл р-р амп №10 Renewal;Обновление ПФК ЗАО;Россия;4603988014524;179;128,28;128,28;0;5;641,4;01.08.2022;082022;RU Д-RU.АЕ96.В.01899;09.06.2016;АЕ96;09.06.2019;;;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;18;39,538509510446;Делимый товар;2;
Аптека №210;Нитроспрей 0,4мг/доза 200доз 10мл;Фармстандарт-Лексредства;Россия;4601669004147;99;81,34;87,62;79,65;1;81,34;01.09.2020;350817;РОСС RU.ФМ05.Д04484;29.08.2017;ОЦС, г.Екатеринбург;01.09.2020;;;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;20,156365919078;ЖНВЛС;1;
Аптека №210;Ново-Пассит р-р д/приема внутрь 200мл фл.;Тева;чешская республика;8594737237119;309;255,63;255,63;0;1;255,63;30.04.2021;100002617;РОСС CZ.ФМ15.Д37389;13.07.2017;ОЦКК;30.04.2021;;10013040/060917/0001477/1;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;20,877831240465;;1;
Аптека №210;Ново-пассит 200мг таб п/о №30;Тева;чешская республика;8594737233913;444;369,79;369,79;0;1;369,79;31.01.2020;100001508;РОСС CZ.ФМ15.Д30533;29.03.2017;ОЦКК;31.01.2020;;10130030/300317/0001444/3;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;20,068146786014;;1;
Аптека №210;Нолодатак 0,1г капс №30;Акрихин;Россия;4601969007152;654;502,88;502,88;0;1;502,88;01.06.2019;160617;РОСС RU.ФВ14.Д44620;22.06.2017;Техкачество,ЗАО;01.06.2019;;;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;30,050906776965;Делимый товар;1;
Аптека №210;Нормодипин 10мг таб п/о №30;Гедеон Рихтер;Венгрия;5997001359433;699;586,91;568,43;517,83;1;586,91;01.04.2020;T74301A;РОСС HU.ФВ14.Д44691;22.06.2017;Техкачество,ЗАО;01.04.2020;;10116070/150617/0015797/1;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;19,719226641803;ЖНВЛС;1;
Аптека №210;Нормомед 0,05 сироп 120мл;ABC Farmaceutici;Италия;8022086001308;679;521,19;521,19;0;1;521,19;01.05.2020;A1708;РОСС IT.ФВ14.Д44006;14.06.2017;Техкачество,ЗАО;01.05.2020;;10130060/220617/0011320/01;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;30,278785087972;;1;
Аптека №210;Опатанол 0,1% глазные капли 5мл;Алкон лаборатория;Бельгия;5413895020919;489;405,63;405,62;0;1;405,63;10.01.2020;17A10CB;РОСС BE.ФМ15.Д29560;16.03.2017;ОЦКК;10.01.2020;;10130032/160317/0001745/2;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;20,55321351971;;1;
Аптека №210;Пульмикорт 0,25мг/мл контейнер 2мл д/инг сусп №20;AstraZeneca;Швеция;7321838730871;988;825,91;814,48;741,5;1;825,91;30.04.2019;SBTN;РОСС SE.ФМ15.Д38267;27.07.2017;ОЦКК;30.04.2019;;10013040/270717/0000574/01;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;19,901041155093;Делимый товар,ЖНВЛС,Стоп Цена;1;
Аптека №210;Пульмикорт 0,5мг/мл контейнер 2мл д/инг сусп №20;Астра зенека;Италия;7321838730888;1256;1141,75;1129,34;1028,3;0,25;285,4375;31.05.2019;PBPB;РОСС SE.ФМ15.Д39381;15.08.2017;ОЦКК;31.05.2019;;10013042/150817/0000979/01;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;10,116528237732;Делимый товар,ЖНВЛС,Стоп Цена;1;
Аптека №210;Релиф ультра свечи рект №12;Sagmel Inc/Instituto De Angeli;Италия/США;4250369503360;534;441,32;441,32;0;1;441,32;01.05.2019;7E02;РОСС IT.ФМ15.Д34609;01.06.2017;ОЦКК;01.05.2019;;10130032/020617/0003652/1;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;21,000634460256;;1;
Аптека №210;Ринофлуимуцил спрей назальный 10мл;Замбон;Италия;4603619000087;294;244,57;244,57;0;2;489,14;01.11.2019;20032026;РОСС IT.ФМ11.Д88802;29.06.2017;ФОРМАТ КАЧЕСТВА,ООО;01.11.2019;;10130130/280617/0009583/1;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;20,210982540786;;1;
Аптека №210;Семакс 0,1% 3мл назал кап;Пептоген;Россия;4607155210016;429;344,48;324,61;295,1;1;344,48;01.08.2019;170817;РОСС RU.ФМ11.Д94546;12.09.2017;ФОРМАТ КАЧЕСТВА,ООО;01.08.2019;;;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;26,037398724623;ЖНВЛС;1;
Аптека №210;Сенаде таб №500;Ципла Лтд. (Др.Реддис);Индия;8901117191815;600;485,52;483,31;440,08;0,4;194,208;30.11.2019;486312;РОСС IN.ФМ15.Д27288;13.02.2017;ОЦКК;30.11.2019;;10130032/060217/0000750/1;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;23,686660735346;Делимый товар,ЖНВЛС;1;
Аптека №210;Снуп 0,05% спрей назальный 15мл;УрсафармАрцнаймиттель ГмбХ/ШТАДА Арцнаймиттель АГ;Германия;4011548002971;144;115,13;110,45;100,41;3;345,39;01.03.2020;51349F;РОСС DE.ФМ11.Д09332;13.05.2015;ФОРМАТ КАЧЕСТВА,ООО;01.03.2020;;10408040/150515/0015336/1;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;26,138524219104;ЖНВЛС;1;
Аптека №210;Стрепсилс с вит С апельсин таб д/рассас №24;Рекитт Бенкизер;Великобритания;5000158103733;174;149,71;149,71;0;1;149,71;01.08.2020;DD479;РОСС GB.ФВ14.Д51697;26.09.2017;Техкачество,ЗАО;01.08.2020;;10013140/270917/0005277/1;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;16,224701088772;;1;
Аптека №210;Танакан 40мг/мл 30мл орал р-р фл;Beaufour Ipsen;Франция;3582181632401;654;500,12;500,12;0;1;500,12;28.02.2019;L04785;РОСС FR.ФМ11.Д69412;29.11.2016;ФОРМАТ КАЧЕСТВА,ООО;28.02.2019;;10130130/160317/0003624/4;604436-17;02.11.2017;Приход от поставщика №604436-17;Катрен НПК АО;10;30,768615532272;;1;
